Longitude,Latitude,Cluster,Day_of_Week,Hour,Day_of_year,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Speed_limit,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Weather_Conditions,Road_Surface_Conditions,Accident
0.152873,51.460226,34,5,22,232,18,3,220,30,2,1,1,Fine without high winds,Dry,0
0.152876,51.070747999999895,7,2,8,348,556,6,0,40,2,2,1,Fine without high winds,Dry,1
0.152876,51.070747999999895,7,1,19,298,556,6,0,40,2,2,1,Fine without high winds,Dry,0
0.152876,51.070747999999895,7,3,0,160,556,6,0,40,2,2,1,Fine without high winds,Dry,0
0.152876,51.070747999999895,7,0,14,59,556,6,0,40,2,2,1,Fine without high winds,Dry,0
-2.593375,53.391328,38,5,10,126,128,5,1050,30,2,2,1,Fine without high winds,Dry,1
-2.593375,53.391328,38,5,8,295,128,5,1050,30,2,2,1,Fine without high winds,Dry,0
-2.593375,53.391328,38,2,7,292,128,5,1050,30,2,2,1,Fine without high winds,Dry,0
-2.593375,53.391328,38,6,2,149,128,5,1050,30,2,2,1,Fine without high winds,Dry,0
0.152881,51.460406,39,6,13,142,18,3,220,30,3,2,1,Fine without high winds,Frost/Ice,1
0.152881,51.460406,39,6,11,100,18,3,220,30,3,2,1,Fine without high winds,Frost/Ice,0
0.152881,51.460406,39,6,0,317,18,3,220,30,3,2,1,Fine without high winds,Frost/Ice,0
0.152881,51.460406,39,0,1,227,18,3,220,30,3,2,1,Fine without high winds,Frost/Ice,0
-0.137828,51.518477000000004,40,7,13,18,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,1
-0.137828,51.518477000000004,40,4,5,161,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,40,3,14,48,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,40,4,4,231,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.09300900000000001,51.494105,41,4,10,113,8,3,201,30,3,1,1,Fine without high winds,Dry,1
-0.09300900000000001,51.494105,41,2,13,348,8,3,201,30,3,1,1,Fine without high winds,Dry,0
-0.09300900000000001,51.494105,41,0,4,66,8,3,201,30,3,1,1,Fine without high winds,Dry,0
-0.09300900000000001,51.494105,41,6,21,142,8,3,201,30,3,1,1,Fine without high winds,Dry,0
-0.005496,51.535185,42,4,10,207,17,3,11,30,3,1,1,Fine without high winds,Dry,1
-0.005496,51.535185,42,2,13,89,17,3,11,30,3,1,1,Fine without high winds,Dry,0
-0.005496,51.535185,42,2,7,271,17,3,11,30,3,1,1,Fine without high winds,Dry,0
-0.005496,51.535185,42,4,10,105,17,3,11,30,3,1,1,Fine without high winds,Dry,0
-0.100587,51.495487,43,6,12,319,8,3,3,30,3,2,1,Fine without high winds,Dry,1
-0.100587,51.495487,43,2,22,271,8,3,3,30,3,2,1,Fine without high winds,Dry,0
-0.100587,51.495487,43,5,6,92,8,3,3,30,3,2,1,Fine without high winds,Dry,0
-0.100587,51.495487,43,6,15,79,8,3,3,30,3,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,5,17,170,420,6,0,40,2,2,1,Fine without high winds,Dry,1
-0.43190100000000003,52.118835,8,1,11,74,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,5,15,50,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,3,16,132,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.137828,51.518477000000004,9,7,13,18,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,1
-0.137828,51.518477000000004,9,2,14,68,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,0,23,17,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,2,21,285,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.783087,54.237272,44,5,16,131,185,6,221,60,3,2,1,Snowing without high winds,Snow,1
-0.783087,54.237272,44,0,11,332,185,6,221,60,3,2,1,Snowing without high winds,Snow,0
-0.783087,54.237272,44,3,11,76,185,6,221,60,3,2,1,Snowing without high winds,Snow,0
-0.783087,54.237272,44,4,15,189,185,6,221,60,3,2,1,Snowing without high winds,Snow,0
0.152873,51.460226,34,3,14,98,18,3,220,30,2,1,1,Fine without high winds,Dry,1
0.152873,51.460226,34,5,19,183,18,3,220,30,2,1,1,Fine without high winds,Dry,0
0.152873,51.460226,34,1,16,81,18,3,220,30,2,1,1,Fine without high winds,Dry,0
0.152873,51.460226,34,3,17,237,18,3,220,30,2,1,1,Fine without high winds,Dry,0
-0.247991,51.506648,45,2,22,334,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,1
-0.247991,51.506648,45,3,17,125,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.247991,51.506648,45,5,16,323,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.247991,51.506648,45,2,10,166,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.137704,51.461965,46,6,17,226,9,3,3,30,3,2,1,Fine without high winds,Dry,1
-0.137704,51.461965,46,0,12,10,9,3,3,30,3,2,1,Fine without high winds,Dry,0
-0.137704,51.461965,46,1,12,235,9,3,3,30,3,2,1,Fine without high winds,Dry,0
-0.137704,51.461965,46,3,4,55,9,3,3,30,3,2,1,Fine without high winds,Dry,0
-2.192734,53.015277000000005,47,1,10,223,257,4,5045,30,3,2,1,Fine without high winds,Dry,1
-2.192734,53.015277000000005,47,5,15,197,257,4,5045,30,3,2,1,Fine without high winds,Dry,0
